,"b""amazon-order-id",merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,url,ship-service-level,product-name,sku,asin,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,purchase-order-number,price-designation,fulfilled-by,is-sold-by-ab 
55,402-0515889-8967562,402-0515889-8967562,2020-09-01T17:23:38+00:00,2020-09-03T00:59:35+00:00,Shipped,Amazon,Amazon.es,,,Expedited,Izas Chaqueta de Forro Polar Padru,IMLPF00348RD/BKXL AMZ,B071NWRJTJ,Shipped,1,EUR,18.99,,,,,,,,salamanca,salamanca,37005,ES,,false,,,,false
56,S02-5268901-6111452,200827G6,2020-08-27T07:09:48+00:00,2020-09-02T16:53:20+00:00,Shipped,Amazon,Non-Amazon,,,Standard,Izas Sandalia Ancelle,IWFFO00822BG/LL41 AMZ,B07B19SGQL,Unshipped,1,,,,,,,,,,Zaragoza,,50197,ES,,false,,,,false
57,403-1037929-1933954,403-1037929-1933954,2020-09-01T20:26:43+00:00,2020-09-02T14:04:10+00:00,Shipped,Amazon,Amazon.es,,,Expedited,Izas Chaqueta de Forro Polar Padru,IMLPF00348BK/RD4XL AMZ,B01FMQ1IGG,Shipped,1,EUR,18.99,,,,,,,,Siles,Ja\xc3\xa9n,23380,ES,,false,,,,false
58,403-7763330-9173127,,2020-08-27T11:27:27+00:00,2020-09-02T13:40:06+00:00,Shipped,Merchant,Amazon.es,,,Standard,Izas Sandalia Ancelle,IWFFO00822BK/SV38,B07B12G86G,Shipped,1,EUR,34.99,,,,,,,,Pol\xc3\xadcar,Granada,18516,ES,,false,,,,false
59,403-8222229-1696355,,2020-08-27T11:09:43+00:00,2020-09-02T13:39:33+00:00,Shipped,Merchant,Amazon.es,,,Standard,"Izas Tena Sandalia, Mujer (Wasabi, Numeric_37)",IWFFO01051WB37,B07PW8Z5WZ,Shipped,1,EUR,34.99,,,,,,,,Pol\xc3\xadcar,Granada,18516,ES,,false,,,,false
60,406-0149128-2491575,,2020-09-01T07:51:38+00:00,2020-09-02T07:38:26+00:00,Shipped,Merchant,Amazon.es,,,Standard,Izas Chaqueta Forro Polar Wheeler,IWLPF00565BK/FXL,B071LB2CRP,Shipped,1,EUR,16.99,,,,,,,,Sant boi de Llobregat,Barcelona,08830,ES,,false,,,,false
61,404-3776640-6565154,,2020-09-01T15:36:15+00:00,2020-09-02T07:14:24+00:00,Shipped,Merchant,Amazon.es,,,Standard,"Izas Orizaba Bermuda Stretch, Hombre",IMPSH00397STS,B01DBYNVNE,Shipped,1,EUR,16.99,,,,,,,,PUNTA UMBRIA,HUELVA,21100,ES,Amazon PLCC Free-Financing Universal Merchant AFD_49cb0bdc-0a8e-4ec0-adfb-78,false,,,,false
62,171-3700430-1677155,,2020-09-01T10:17:44+00:00,2020-09-02T06:37:27+00:00,Shipped,Merchant,Amazon.es,,,Standard,"Izas Orizaba Bermuda Stretch, Hombre",IMPSH00397STS,B01DBYNVNE,Shipped,1,EUR,16.99,,,,,,,,Le\xc3\xb3n,Le\xc3\xb3n,24008,ES,Amazon PLCC Free-Financing Universal Merchant AFD_49cb0bdc-0a8e-4ec0-adfb-78,false,,,,false
63,405-0134881-9024307,405-0134881-9024307,2020-08-31T20:41:25+00:00,2020-09-02T01:45:53+00:00,Shipped,Amazon,Amazon.es,,,Expedited,"Izas Forro Polar de Sutton de la Hombres Jersey, Hombre, Color Negro, tama\xc3\xb1o XXXXXXL",IMLPF00352BK6XL AMZ,B0725KJW3V,Shipped,2,EUR,31.98,,,,,,,,Valencia,Valencia,46018,ES,,false,,,,false
64,403-1337320-2368360,403-1337320-2368360,2020-08-31T21:36:32+00:00,2020-09-02T01:23:45+00:00,Shipped,Amazon,Amazon.es,,,Expedited,"Izas Tena Sandalia, Mujer (Wasabi, Numeric_38)",IWFFO01051WB38 AMZ,B07PXCYGTJ,Shipped,1,EUR,34.99,,,,,,,,Guadalajara,Guadalajara,19005,ES,,false,,,,false
65,171-1968897-2199530,171-1968897-2199530,2020-09-01T12:41:48+00:00,2020-09-02T01:12:00+00:00,Shipped,Amazon,Amazon.es,,,Expedited,Izas Chaqueta Forro Polar Wheeler,IWLPF00565VI/BKXL AMZ,B071F4J2LY,Shipped,1,EUR,16.99,,,,,,,,LAS ROZAS DE MADRID,Madrid,28290,ES,,false,,,,false
66,402-6285648-9165904,402-6285648-9165904,2020-08-29T16:35:44+00:00,2020-09-01T19:46:42+00:00,Shipped,Amazon,Amazon.es,,,Expedited,"Izas Tena Sandalia, Mujer (Wasabi, Numeric_39)",IWFFO01051WB39 AMZ,B07PXCFZ7J,Shipped,1,EUR,34.99,,,,,,,,VITORIA,,01009,ES,,false,,,,false
67,408-7037559-3633151,408-7037559-3633151,2020-08-30T21:39:31+00:00,2020-09-01T17:50:33+00:00,Shipped,Amazon,Amazon.es,,,Expedited,Izas Chaqueta Forro Polar Wheeler,IWLPF00565FX/BKS AMZ,B00R4LBMRI,Shipped,1,EUR,16.99,,3.95,,,,,,Benabarre,Espa\xc3\xb1a,22580,ES,,false,,,,false
68,402-8663767-5878761,402-8663767-5878761,2020-08-30T08:57:22+00:00,2020-09-01T17:20:43+00:00,Shipped,Amazon,Amazon.es,,,Standard,"Izas - Sutton - Black - L, para Hombre",IMLPF00352BKL AMZ,B01DBWXSR0,Shipped,1,EUR,10.99,,1.32,,,,,1.32,Soto de agues,Asturias,33993,ES,ES Core Free Shipping 06/10/2016,false,,,,false
69,404-5401160-9479504,,2020-08-14T06:58:49+00:00,2020-09-01T08:12:22+00:00,Shipped,Merchant,Amazon.es,,,Standard,"Izas Outoor Eyre, Sandalias Deportivas para Mujer, Black Dark Grey",IWFSD01186BK/DG39,B07RF6Z4B9,Shipped,1,EUR,19.99,,,,,,,,Sanlucar de Barrameda,Cadiz,11540,ES,,false,,,,false
70,404-5401160-9479504,,2020-08-14T06:58:49+00:00,2020-09-01T08:12:22+00:00,Shipped,Merchant,Amazon.es,,,Standard,"Izas Outdoor Leeds, Sandalias Deportivas para Mujer, Wasabi Sand",IWFSD01412WB/SD39,B07R65RTHF,Shipped,1,EUR,34.99,,,,,,,,Sanlucar de Barrameda,Cadiz,11540,ES,,false,,,,false
71,407-2489294-2677944,,2020-08-31T14:17:58+00:00,2020-09-01T08:02:38+00:00,Shipped,Merchant,Amazon.es,,,Standard,"Izas Orizaba Bermuda Stretch, Hombre",IMPSH00397SVS,B01DBYOUQG,Shipped,1,EUR,16.99,,,,,,,,Altea,Alicante,03590,ES,,false,,,,false
72,408-5218828-4645151,,2020-08-31T12:57:10+00:00,2020-09-01T07:29:31+00:00,Shipped,Merchant,Amazon.es,,,Standard,Izas - Talaia - Camiseta - Woman - Yellow Fluor/Black - M,IWRTS01035YF/BKM,B06XT5NKWH,Shipped,1,EUR,15.99,,,,,,,,LEON,LEON,24005,ES,,false,,,,false
73,406-5545018-8618755,,2020-08-31T16:19:21+00:00,2020-09-01T06:18:13+00:00,Shipped,Merchant,Amazon.es,,,Standard,"Izas Rhune Pantalones, Mujer, Agua Marina / Gris / Rosa, S",IWPPA01084DQ/SMS,B071HQ3NW9,Shipped,1,EUR,54.99,,,,,,,,Agramunt,Lleida,25310,ES,,false,,,,false
74,407-2676247-2635522,407-2676247-2635522,2020-08-31T12:15:27+00:00,2020-09-01T05:34:23+00:00,Shipped,Amazon,Amazon.es,,,Expedited,"Izas Tena Sandalia, Mujer (Wasabi, Numeric_38)",IWFFO01051WB38 AMZ,B07PXCYGTJ,Shipped,1,EUR,34.99,,,,,,,,Manlleu,Barcelona,08560,ES,,false,,,,false
75,405-2722488-9641911,405-2722488-9641911,2020-08-31T02:42:59+00:00,2020-09-01T01:47:19+00:00,Shipped,Amazon,Amazon.es,,,Expedited,Izas Sandalia Tena,IWFFO01051TQ38 AMZ,B06XSKB3K3,Shipped,1,EUR,34.99,,,,,,,,Madrid,Madrid,28035,ES,,false,,,,false
76,171-4134064-3419520,171-4134064-3419520,2020-08-31T10:41:26+00:00,2020-09-01T00:23:30+00:00,Shipped,Amazon,Amazon.es,,,Expedited,"Izas Outdoor Leeds, Sandalias Deportivas para Mujer, Wasabi Sand, 40 EU",IWFSD01412WB/SD40 AMZ,B07R6664NY,Shipped,1,EUR,34.99,,,,,,,,ALBACETE,ALBACETE,02005,ES,,false,,,,false
77,408-0350296-3788363,408-0350296-3788363,2020-08-31T20:30:44+00:00,2020-08-31T20:36:52+00:00,Cancelled,Amazon,Amazon.es,,,Expedited,Izas Sandalia Ancelle,IWFFO00822BK/SV41 AMZ1,B07B11L1JF,Cancelled,0,,,,,,,,,,Sang\xc3\xbcesa,Navarra,31400,ES,,false,,,,false
78,404-1557155-5721928,404-1557155-5721928,2020-08-29T13:53:32+00:00,2020-08-31T19:53:18+00:00,Shipped,Amazon,Amazon.es,,,Expedited,"Izas Frisia Pantalones Cortos para Running, Mujer, Negro/Fuxia, M",IWRRN00813BK/FXM AMZ,B01C76MZWK,Shipped,1,EUR,19.99,,,,,,,,Zeanuri,Bizkaia,48144,ES,,false,,,,false
79,403-3686063-5057930,403-3686063-5057930,2020-08-31T09:12:08+00:00,2020-08-31T17:56:14+00:00,Shipped,Amazon,Amazon.es,,,Expedited,"Izas Tena Sandalia, Mujer (Wasabi, Numeric_39)",IWFFO01051WB39 AMZ,B07PXCFZ7J,Shipped,1,EUR,34.99,,,,,,,,POZOBLANCO,ESPA\xc3\x91A,14400,ES,,false,,,,false
80,402-0613733-3675549,402-0613733-3675549,2020-08-30T21:54:09+00:00,2020-08-31T17:08:56+00:00,Shipped,Amazon,Amazon.es,,,Expedited,Izas Chaqueta Softshell Tahoe,IWWSF00605BK/FXXL AMZ,B010VVZG06,Shipped,1,EUR,52.99,,,,,,,,GUADALAJARA,GUADALAJARA,19002,ES,,false,,,,false
81,404-2828125-6971558,404-2828125-6971558,2020-09-07T11:00:27+00:00,2020-09-07T11:01:31+00:00,Pending,Amazon,Amazon.it,,http://www.amazon.it,Expedited,"IZAS Tena, Sandalo Sportivo Donna",IWFFO01051BK40 AMZ,B07PXFKSBS,Unshipped,1,EUR,34.99,,,,,,,,Milano,,20124,IT,,false,,,,false
82,403-4926413-0949966,403-4926413-0949966,2020-09-07T08:11:57+00:00,2020-09-07T08:13:01+00:00,Pending,Amazon,Amazon.it,,http://www.amazon.it,Expedited,"IZAS Tena, Sandalo Sportivo Donna",IWFFO01051TQ38 AMZ,B06XSKB3K3,Unshipped,1,EUR,34.99,,,,,,,,Milano,,20124,IT,,false,,,,false
83,407-3379785-0637930,,2020-09-06T15:47:27+00:00,2020-09-07T07:58:02+00:00,Shipped,Merchant,Amazon.it,,,Standard,"Izas IMEPS00780, Felpa Uomo, Nero (Nero/Rosso), L",IMEPS00780BK/RDL,B01FUL5HN8,Shipped,1,EUR,24.99,,3.95,,,,,,Pederobba,TV,31040,IT,,false,,,,false
84,171-5239792-0611547,171-5239792-0611547,2020-09-06T20:49:02+00:00,2020-09-07T01:53:30+00:00,Shipped,Amazon,Amazon.it,,,Expedited,"IZAS Wheeler, Giacca in Pile Donna, Turchese/Nero, M",IWLPF00565TQ/BKM AMZ,B071HQ63Z5,Shipped,1,EUR,16.99,,,,,,,,Osoppo,Udine,33010,IT,,false,,,,false
85,404-7745434-4641960,404-7745434-4641960,2020-09-05T14:41:38+00:00,2020-09-07T00:03:53+00:00,Shipped,Amazon,Amazon.it,,,Expedited,"IZAS Tena, Sandalo Sportivo Donna",IWFFO01051BK36 AMZ,B07PW88N4N,Shipped,1,EUR,34.99,,,,,,,,Mestre,Venezia,30174,IT,,false,,,,false
