,b'snapshot-date,sku,fnsku,asin,product-name,condition,sales-rank,product-group,total-quantity,sellable-quantity,unsellable-quantity,inv-age-0-to-90-days,inv-age-91-to-180-days,inv-age-181-to-270-days,inv-age-271-to-365-days,inv-age-365-plus-days,units-shipped-last-24-hrs,units-shipped-last-7-days,units-shipped-last-30-days,units-shipped-last-90-days,units-shipped-last-180-days,units-shipped-last-365-days,weeks-of-cover-t7,weeks-of-cover-t30,weeks-of-cover-t90,weeks-of-cover-t180,weeks-of-cover-t365,num-afn-new-sellers,num-afn-used-sellers,currency,your-price,sales-price,lowest-afn-new-price,lowest-afn-used-price,lowest-mfn-new-price,lowest-mfn-used-price,qty-to-be-charged-ltsf-12-mo,qty-in-long-term-storage-program,qty-with-removals-in-progress,projected-ltsf-12-mo,per-unit-volume,is-hazmat,in-bound-quantity,asin-limit,inbound-recommend-quantity,qty-to-be-charged-ltsf-6-mo,projected-ltsf-6-mo
10,2020-09-05T03:00:00+04:00,IMFSD01409BR/OR39 AMZ,X00116FJVZ,B07PXG67PM,"Sandalias Resistentes al Agua Tyne Izas (39 EU, Brown/Orange)",New,20571,gl_shoes,2,2,0,2,0,0,0,0,0,0,0,1,1,1,Infinite,Infinite,26.0,52.0,104.0,1,0,EUR,34.99,34.99,34.99,0.00,39.99,0.00,0,0,,0.00,6460.446191,N,0,0,0,0,0.00
11,2020-09-05T03:00:00+04:00,IMFSD01409BR/OR45 AMZ,X00116FDSJ,B07PW97VX2,"Sandalias Resistentes al Agua Tyne Izas (45 EU, Brown/Orange)",New,20571,gl_shoes,1,1,0,1,0,0,0,0,0,0,2,3,3,3,Infinite,2.0,4.3333333333333,8.6666666666667,17.3333333333333,1,0,EUR,34.99,34.99,34.99,0.00,39.99,0.00,0,0,,0.00,7970.897522,N,0,0,0,0,0.00
12,2020-09-05T03:00:00+04:00,IMFSD01409BR/OR41 AMZ,X00116F4OH,B07PVC7VV7,"Sandalias Resistentes al Agua Tyne Izas (41 EU, Brown/Orange)",New,20571,gl_shoes,2,2,0,2,0,0,0,0,0,0,1,4,7,7,Infinite,8.0,6.5,7.4285714285714,14.8571428571429,1,0,EUR,34.99,34.99,34.99,0.00,39.99,0.00,0,0,,0.00,5586.012247,N,0,0,0,0,0.00
13,2020-09-05T03:00:00+04:00,IMFSD01409BM/BV41 AMZ,X00116EXZD,B07PXBSSYK,"Sandalias Resistentes al Agua Tyne Izas (41 EU, Bluemoon/Blue River)",New,20571,gl_shoes,3,3,0,3,0,0,0,0,0,0,0,4,4,4,Infinite,Infinite,9.75,19.5,39.0,1,0,EUR,34.99,34.99,34.99,0.00,39.99,0.00,0,0,,0.00,5400.011894,N,0,0,0,0,0.00
14,2020-09-05T03:00:00+04:00,IMFSD01409BR/OR40 AMZ,X00116EVR3,B07PXBT8NQ,"Sandalias Resistentes al Agua Tyne Izas (40 EU, Brown/Orange)",New,20571,gl_shoes,1,1,0,1,0,0,0,0,0,0,0,4,4,4,Infinite,Infinite,3.25,6.5,13.0,1,0,EUR,34.99,34.99,34.99,0.00,39.99,0.00,0,0,,0.00,6533.014333,N,0,0,0,0,0.00
15,2020-09-05T03:00:00+04:00,IUFSD01410RD42 AMZ,X00115ALKP,B07QGJK6RC,"Izas Frosty II Sandalia Unisex Adulto (Red, 42)",New,31429,gl_sports,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Infinite,Infinite,Infinite,Infinite,Infinite,1,0,EUR,34.99,34.99,34.99,0.00,39.99,0.00,0,0,,0.00,7000.015384,N,0,0,0,0,0.00
16,2020-09-05T03:00:00+04:00,IWFSD01412FX/LR36 AMZ,X001159WRD,B07R58QWWH,"Izas Outdoor Leeds, Sandalias Deportivas para Mujer, Fuxia Light Rose, 36 EU",New,13227,gl_shoes,1,1,0,1,0,0,0,0,0,0,1,4,4,4,Infinite,4.0,3.25,6.5,13.0,1,0,EUR,34.99,34.99,34.99,0.00,36.99,0.00,0,0,,0.00,3325.007286,N,0,0,0,0,0.00
17,2020-09-05T03:00:00+04:00,IWFSD01412FX/LR38 AMZ,X001159V8N,B07R8F9BFS,"Izas Outdoor Leeds, Sandalias Deportivas para Mujer, Fuxia Light Rose, 38 EU",No Listing,13227,gl_shoes,1,0,1,0,0,0,0,0,0,0,0,6,11,11,Infinite,Infinite,0.0,0.0,0.0,0,0,EUR,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,7656.016839,N,0,0,0,0,0.00
18,2020-09-05T03:00:00+04:00,IWFSD01412FX/LR40 AMZ,X001159PGB,B07R59763N,"Izas Outdoor Leeds, Sandalias Deportivas para Mujer, Fuxia Light Rose, 40 EU",New,13227,gl_shoes,1,1,0,1,0,0,0,0,0,0,1,11,14,16,Infinite,4.0,1.1818181818182,1.8571428571429,3.25,1,0,EUR,34.99,34.99,34.99,0.00,36.99,0.00,0,0,,0.00,5997.61315,N,0,0,0,0,0.00
19,2020-09-05T03:00:00+04:00,IWFSD01412BM/CF40 AMZ,X001159H91,B07R67SN64,"Izas Outdoor Leeds, Sandalias Deportivas para Mujer, Bluemoon Coral Fluor, 40 EU",New,13227,gl_shoes,3,2,1,2,0,0,0,0,0,0,2,21,27,28,Infinite,4.0,1.2380952380952,1.9259259259259,3.7142857142857,1,0,EUR,34.99,34.99,34.99,0.00,0.00,0.00,0,0,,0.00,5392.33185,N,0,0,0,0,0.00
20,2020-09-05T03:00:00+04:00,IMFSD01409BM/BV44 AMZ,X00113CV7N,B07PYJPT1N,"Sandalias Resistentes al Agua Tyne Izas (44 EU, Bluemoon/Blue River)",New,20571,gl_shoes,1,1,0,1,0,0,0,0,0,0,2,9,11,11,Infinite,2.0,1.4444444444444,2.3636363636364,4.7272727272727,1,0,EUR,34.99,34.99,34.99,0.00,39.99,0.00,0,0,,0.00,6969.0153,N,0,0,0,0,0.00
21,2020-09-05T03:00:00+04:00,IWFSD01412BM/CF36 AMZ,X00113C5U1,B07R5777TD,"Izas Outdoor Leeds, Sandalias Deportivas para Mujer, Bluemoon Coral Fluor, 36 EU",New,13227,gl_shoes,2,2,0,2,0,0,0,0,0,0,0,10,13,14,Infinite,Infinite,2.6,4.0,7.4285714285714,1,0,EUR,34.99,34.99,34.99,0.00,36.99,0.00,0,0,,0.00,5021.531041,N,0,0,0,0,0.00
22,2020-09-05T03:00:00+04:00,IWFSD01412WB/SD40 AMZ,X00113C41V,B07R6664NY,"Izas Outdoor Leeds, Sandalias Deportivas para Mujer, Wasabi Sand, 40 EU",New,13227,gl_shoes,2,2,0,2,0,0,0,0,0,1,2,6,10,10,2.0,4.0,4.3333333333333,5.2,10.4,1,0,EUR,34.99,34.99,34.99,0.00,36.99,0.00,0,0,,0.00,6082.573332,N,0,0,0,0,0.00
23,2020-09-05T03:00:00+04:00,IWFSD01412BM/CF41 AMZ,X00111N28H,B07R67R7KL,"Izas Outdoor Leeds, Sandalias Deportivas para Mujer, Bluemoon Coral Fluor, 41 EU",New,13227,gl_shoes,2,2,0,2,0,0,0,0,0,0,2,15,20,20,Infinite,4.0,1.7333333333333,2.6,5.2,1,0,EUR,34.99,34.99,34.99,0.00,41.99,0.00,0,0,,0.00,6444.814126,N,0,0,0,0,0.00
24,2020-09-05T03:00:00+04:00,IMFSD01409BM/BV39 AMZ,X001107FH7,B07PXG5XT8,"Sandalias Resistentes al Agua Tyne Izas (39 EU, Bluemoon/Blue River)",New,20571,gl_shoes,1,1,0,1,0,0,0,0,0,0,0,4,5,5,Infinite,Infinite,3.25,5.2,10.4,1,0,EUR,34.99,34.99,34.99,0.00,39.99,0.00,0,0,,0.00,6626.894554,N,0,0,0,0,0.00
